3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.302257, 25.306374, -0.877010, 0.000000
3.311858, 25.294830, -0.877010, 0.223989
3.353244, 25.245071, -0.877010, 0.395823
3.411627, 25.174876, -0.877010, 0.462550
3.475620, 25.097935, -0.877010, 0.486537
3.538465, 25.022375, -0.877010, 0.494919
3.601995, 24.945991, -0.877010, 0.498082
3.665784, 24.869297, -0.877010, 0.499276
3.729670, 24.792485, -0.877010, 0.499727
3.793593, 24.715629, -0.877010, 0.499897
3.857530, 24.638756, -0.877010, 0.499961
3.921472, 24.561876, -0.877010, 0.499985
3.985416, 24.484995, -0.877010, 0.499994
4.052558, 24.404268, -0.877010, 0.499998
4.119701, 24.323541, -0.877010, 0.499999
4.183646, 24.246658, -0.877010, 0.500000
4.250788, 24.165931, -0.877010, 0.500000
4.317931, 24.085204, -0.877010, 0.500000
4.388271, 24.000633, -0.877010, 0.500000
4.452216, 23.923750, -0.877010, 0.500000
4.516161, 23.846867, -0.877010, 0.500000
4.580107, 23.769984, -0.877010, 0.500000
4.647249, 23.689257, -0.877010, 0.500000
4.711195, 23.612374, -0.877010, 0.500000
4.775140, 23.535490, -0.877010, 0.500000
4.842282, 23.454763, -0.877010, 0.500000
4.906228, 23.377880, -0.877010, 0.500000
4.970173, 23.300997, -0.877010, 0.500000
5.034118, 23.224114, -0.877010, 0.500000
5.098064, 23.147231, -0.877010, 0.500000
5.164902, 23.066870, -0.877010, 0.404900
